Customer ID,Customer Name,Segment,Orders,Revenue,Profit,Units,Last_Order,First_Order,Recency Days,AOV,Revenue Contribution %,R_Score,F_Score,M_Score,RFM Score,RFM Segment
MG-17680,Maureen Gastineau,Home Office,4,2350.188,25.888599999999972,25,2017-09-29,2014-10-22,92,587.547,0.001023065958495715,3,2,3,323,Potential Loyalists
MG-17695,Maureen Gnade,Consumer,3,1342.282,-398.79319999999996,23,2016-06-23,2014-12-26,555,447.4273333333333,0.0005843119873395426,1,1,2,112,At Risk
MG-17875,Michael Grace,Home Office,5,1242.8329999999999,-470.7684,23,2017-09-05,2014-02-23,116,248.56659999999997,0.000541020605328214,2,2,2,222,New / Promising
MG-17890,Michael Granlund,Home Office,9,776.384,171.7372,35,2017-09-22,2014-12-29,99,86.26488888888889,0.0003379695756768127,3,5,1,351,Potential Loyalists
MG-18145,Mike Gockenbach,Consumer,4,3061.543,-93.603,42,2017-10-07,2014-03-29,84,765.38575,0.0013327276046728373,3,2,4,324,Potential Loyalists
MG-18205,Mitch Gastineau,Corporate,1,16.739,-1.2453,8,2017-04-10,2017-04-10,264,16.739,7.2866941194746e-06,1,1,1,111,Lost / Low Value
MH-17290,Marc Harrigan,Home Office,6,2394.025,28.761200000000038,55,2017-09-02,2014-04-26,119,399.00416666666666,0.0010421487477970713,2,3,3,233,Potential Loyalists
MH-17440,Mark Haberlin,Corporate,4,400.016,61.428599999999996,25,2016-12-19,2014-02-04,376,100.004,0.00017413192155419987,1,2,1,121,At Risk
MH-17455,Mark Hamilton,Consumer,8,2456.1820000000002,484.77330000000006,45,2017-10-06,2014-07-11,85,307.02275000000003,0.0010692064601086901,3,4,3,343,Loyal Customers
MH-17620,Matt Hagelstein,Corporate,4,1252.8,122.3612,19,2017-07-28,2015-12-05,155,313.2,0.0005453593639331967,2,2,2,222,New / Promising
MH-17785,Maya Herman,Corporate,7,2203.7780000000002,238.5614,42,2017-09-23,2014-05-27,98,314.82542857142863,0.0009593318712723278,3,4,3,343,Loyal Customers
MH-18025,Michelle Huthwaite,Consumer,5,2984.948,476.9032,31,2017-11-11,2014-07-08,49,596.9896,0.0012993848520543323,4,2,4,424,Loyal Customers
MH-18115,Mick Hernandez,Home Office,9,5503.093,170.9746,79,2017-12-25,2016-08-23,5,611.4547777777777,0.002395564573870711,5,5,5,555,Champions
MJ-17740,Max Jones,Consumer,7,6320.746,1054.5529000000001,50,2017-12-08,2015-06-09,22,902.9637142857143,0.002751499056627791,5,4,5,545,Champions
MK-17905,Michael Kennedy,Corporate,8,2302.368,-405.3559,73,2017-12-02,2014-11-18,28,287.796,0.0010022493199394525,4,4,3,443,Loyal Customers
MK-18160,Mike Kennedy,Consumer,4,1031.602,227.83380000000002,43,2017-05-04,2014-12-19,240,257.9005,0.0004490691335825459,1,2,2,122,At Risk
ML-17395,Marina Lichtenstein,Corporate,9,2722.843,684.9162,72,2017-10-22,2014-02-14,69,302.5381111111111,0.001185287297709097,3,5,3,353,Loyal Customers
ML-17410,Maris LaWare,Consumer,6,2921.5,-76.17550000000003,51,2017-11-06,2014-11-14,54,486.9166666666667,0.0012717651514454293,3,3,4,334,Loyal Customers
ML-17755,Max Ludwig,Home Office,7,2071.9139999999998,409.51120000000003,53,2017-12-01,2016-08-04,29,295.9877142857143,0.0009019298380940973,4,4,3,443,Loyal Customers
ML-18040,Michelle Lonsdale,Corporate,3,742.082,138.71620000000001,18,2017-10-12,2017-03-26,79,247.36066666666667,0.00032303749002735824,3,1,1,311,At Risk
ML-18265,Muhammed Lee,Consumer,2,162.232,42.6648,7,2017-09-21,2015-05-31,100,81.116,7.062159987995718e-05,3,1,1,311,At Risk
MM-17260,Magdelene Morse,Consumer,4,1314.023,178.402,17,2017-07-15,2014-05-28,168,328.50575,0.000572010494471257,2,2,2,222,New / Promising
MM-17920,Michael Moore,Consumer,11,3794.0800000000004,82.12499999999997,68,2017-12-23,2014-01-13,7,344.91636363636366,0.0016516100379243798,5,5,4,554,Champions
MM-18055,Michelle Moray,Consumer,8,2749.881,-520.3443,73,2017-10-30,2014-04-11,61,343.735125,0.0011970572741474958,3,4,3,343,Loyal Customers
MM-18280,Muhammed MacIntyre,Corporate,9,775.414,58.8916,32,2017-10-06,2014-01-20,85,86.1571111111111,0.00033754732265716455,3,5,1,351,Potential Loyalists
MN-17935,Michael Nguyen,Consumer,6,2477.946,290.8227,36,2017-11-26,2014-02-16,34,412.991,0.0010786805989948984,4,3,3,433,Loyal Customers
MO-17500,Mary O'Rourke,Consumer,4,922.487,59.357699999999994,15,2017-10-19,2014-11-28,72,230.62175,0.0004015700219960431,3,2,1,321,New / Promising
MO-17800,Meg O'Connel,Home Office,8,1687.0269999999998,169.34369999999998,49,2017-09-17,2015-09-17,104,210.87837499999998,0.0007343837577092344,2,4,2,242,Potential Loyalists
MO-17950,Michael Oakman,Consumer,2,154.288,-82.0074,14,2017-07-03,2015-04-02,180,77.144,6.716347824275626e-05,2,1,1,211,At Risk
MP-17470,Mark Packer,Home Office,7,3206.132,600.2873,77,2016-01-11,2014-03-30,719,458.01885714285714,0.0013956689880315035,1,4,4,144,Potential Loyalists
MP-17965,Michael Paige,Corporate,9,3983.6420000000003,638.1563,62,2017-10-19,2015-04-18,72,442.6268888888889,0.0017341287254610213,3,5,4,354,Loyal Customers
MP-18175,Mike Pelletier,Home Office,9,5087.92,226.4529,78,2017-12-14,2014-03-28,16,565.3244444444445,0.0022148346224002153,5,5,5,555,Champions
MR-17545,Mathew Reese,Home Office,4,639.178,162.9363,29,2017-08-27,2014-09-03,125,159.7945,0.00027824210370377777,2,2,1,221,At Risk
MS-17365,Maribeth Schnelling,Consumer,10,7443.6900000000005,844.9354999999998,105,2017-04-01,2014-09-09,273,744.369,0.0032403304946646686,1,5,5,155,Loyal Customers
MS-17530,MaryBeth Skach,Consumer,4,475.65599999999995,84.0268,21,2016-10-22,2014-11-04,434,118.91399999999999,0.00020705895083892765,1,2,1,121,At Risk
MS-17710,Maurice Satty,Consumer,6,1613.402,247.4348,48,2016-11-12,2014-03-24,413,268.9003333333333,0.0007023338828931572,1,3,2,132,New / Promising
MS-17770,Maxwell Schwartz,Consumer,9,3144.678,280.85839999999996,73,2017-08-31,2014-07-04,121,349.40866666666665,0.001368917300331032,2,5,4,254,Loyal Customers
MS-17830,Melanie Seite,Consumer,4,370.348,19.431199999999997,14,2016-10-04,2014-01-09,452,92.587,0.00016121707352644598,1,2,1,121,At Risk
MS-17980,Michael Stewart,Corporate,6,855.116,55.226,49,2017-12-04,2014-06-30,26,142.51933333333332,0.0003722425908757179,4,3,1,431,Potential Loyalists
MT-17815,Meg Tillman,Consumer,6,2890.139,509.0068,31,2017-11-11,2015-11-06,49,481.68983333333335,0.0012581133195390525,4,3,4,434,Loyal Customers
MT-18070,Michelle Tran,Home Office,4,1319.4498,-23.676300000000005,44,2017-06-10,2014-09-25,203,329.86245,0.0005743728477568514,2,2,2,222,New / Promising
MV-17485,Mark Van Huff,Consumer,9,1560.05,189.0258,52,2017-12-03,2014-01-20,27,173.33888888888887,0.0006791090961877262,4,5,2,452,Loyal Customers
MV-18190,Mike Vittorini,Consumer,7,1734.574,273.8582,37,2017-12-11,2014-01-30,19,247.79628571428572,0.0007550815559826474,5,4,2,542,Loyal Customers
MW-18220,Mitch Webber,Consumer,7,5341.900000000001,1238.422,51,2017-12-13,2014-08-25,17,763.1285714285715,0.0023253952635654083,5,4,5,545,Champions
MW-18235,Mitch Willingham,Corporate,2,5253.876,1665.516,13,2017-11-16,2014-05-21,44,2626.938,0.0022870773256257085,4,1,5,415,Loyal Customers
MY-17380,Maribeth Yedwab,Corporate,7,2254.285,319.1211,49,2017-12-01,2015-10-26,29,322.0407142857143,0.0009813181942242546,4,4,3,443,Loyal Customers
MY-18295,Muhammed Yedwab,Corporate,11,4152.696,-371.7111,89,2017-10-20,2014-04-28,71,377.5178181818182,0.00180772002647504,3,5,4,354,Loyal Customers
MZ-17335,Maria Zettner,Home Office,4,593.606,85.01910000000001,11,2017-11-30,2015-11-08,30,148.4015,0.0002584040474033598,4,2,1,421,New / Promising
MZ-17515,Mary Zewe,Corporate,6,2564.906,787.7503,39,2017-03-23,2014-04-04,282,427.4843333333333,0.0011165353645501593,1,3,3,133,New / Promising
NB-18580,Nicole Brennan,Corporate,2,273.87199999999996,24.788800000000002,7,2014-10-22,2014-09-26,1165,136.93599999999998,0.00011921987525471935,1,1,1,111,Lost / Low Value
NB-18655,Nona Balk,Corporate,9,1972.599,117.6429,64,2017-12-11,2014-12-05,19,219.17766666666665,0.000858696787943215,5,5,3,553,Champions
NC-18340,Nat Carroll,Consumer,5,2461.404,580.3075,54,2017-05-20,2014-03-30,224,492.2808,0.0010714796614165276,2,2,3,223,New / Promising
NC-18415,Nathan Cano,Consumer,6,2218.9900000000002,-2204.8072,38,2017-11-19,2014-05-03,41,369.8316666666667,0.0009659538433701502,4,3,3,433,Loyal Customers
NC-18535,Nick Crebassa,Corporate,7,8241.739,1314.758,64,2017-12-24,2014-07-23,6,1177.3912857142857,0.003587731113300942,5,4,5,545,Champions
NC-18625,Noah Childs,Corporate,5,1821.742,-359.02099999999996,29,2017-06-09,2014-10-29,204,364.34839999999997,0.0007930268665153172,2,2,3,223,New / Promising
ND-18370,Natalie DeCherney,Consumer,9,4326.139,353.64549999999997,63,2017-12-03,2014-01-13,27,480.6821111111111,0.0018832219135748686,4,5,5,455,Champions
ND-18460,Neil Ducich,Corporate,6,2893.455,443.33680000000004,36,2017-06-30,2014-02-06,183,482.2425,0.0012595568154289013,2,3,4,234,Potential Loyalists
NF-18385,Natalie Fritzler,Consumer,7,8322.826,-1695.9714,52,2017-10-12,2014-02-11,79,1188.9751428571428,0.00362302928918157,3,4,5,345,Loyal Customers
NF-18475,Neil Französisch,Home Office,4,377.16200000000003,85.92779999999999,13,2016-07-23,2014-03-14,525,94.29050000000001,0.00016418329216137637,1,2,1,121,At Risk
NF-18595,Nicole Fjeld,Home Office,7,2031.472,388.2131,55,2017-09-07,2014-04-19,114,290.2102857142857,0.0008843249343615093,2,4,3,243,Potential Loyalists
NG-18355,Nat Gilpin,Corporate,5,1869.58,313.63349999999997,45,2017-11-12,2014-11-24,48,373.916,0.0008138513406946246,4,2,3,423,Potential Loyalists
NG-18430,Nathan Gelder,Consumer,5,1395.9379999999999,217.0893,41,2017-11-12,2014-11-24,48,279.1876,0.0006076691090119561,4,2,2,422,Potential Loyalists
NH-18610,Nicole Hansen,Corporate,7,2673.29,760.1666,52,2017-06-24,2014-03-02,189,381.8985714285714,0.0011637162627785563,2,4,3,243,Potential Loyalists
NK-18490,Neil Knudson,Home Office,7,572.048,121.2177,51,2017-10-21,2015-05-28,70,81.72114285714285,0.0002490195828697775,3,4,1,341,Potential Loyalists
NL-18310,Nancy Lomonaco,Home Office,4,1418.0900000000001,343.6381,44,2017-11-02,2014-10-31,58,354.52250000000004,0.000617312149106024,3,2,2,322,New / Promising
NM-18445,Nathan Mautz,Home Office,7,6459.344,2751.6848999999997,44,2017-07-23,2014-02-08,160,922.7634285714286,0.002811832483449641,2,4,5,245,Loyal Customers
NM-18520,Neoma Murray,Consumer,10,2161.979,788.9525000000001,60,2017-04-30,2015-09-08,244,216.19789999999998,0.0009411362486246236,1,5,3,153,Potential Loyalists
NP-18325,Naresj Patel,Consumer,6,5529.62,1208.8890000000001,77,2017-12-05,2014-05-13,25,921.6033333333334,0.0024071121056771093,5,3,5,535,Champions
NP-18670,Nora Paige,Consumer,5,3908.402,514.6002,46,2017-11-02,2015-02-27,58,781.6804,0.0017013758211328492,3,2,4,324,Potential Loyalists
NP-18685,Nora Pelletier,Home Office,6,1228.698,514.5017,23,2016-11-19,2014-03-07,406,204.78300000000002,0.0005348674646759187,1,3,2,132,New / Promising
NP-18700,Nora Preis,Consumer,7,7903.1825,631.2282,63,2017-08-14,2014-09-05,138,1129.0260714285714,0.003440353273665366,2,4,5,245,Loyal Customers
NR-18550,Nick Radford,Consumer,5,2367.277,-25.148799999999966,37,2017-06-03,2014-06-07,210,473.4554,0.001030505011952176,2,2,3,223,New / Promising
NS-18505,Neola Schneider,Consumer,4,2575.863,-12.303999999999997,52,2017-12-24,2016-11-24,6,643.96575,0.0011213050824226177,5,2,3,523,Loyal Customers
NS-18640,Noel Staavos,Corporate,13,2964.823,-234.7714,113,2017-07-09,2014-06-25,174,228.0633076923077,0.0012906241901776115,2,5,4,254,Loyal Customers
NW-18400,Natalie Webber,Consumer,7,7234.014,1023.123,78,2017-07-11,2014-06-21,172,1033.4305714285715,0.0031490559336876116,2,4,5,245,Loyal Customers
NZ-18565,Nick Zandusky,Home Office,9,2488.31,402.4236,77,2017-10-06,2014-08-02,85,276.4788888888889,0.0010831921766192628,3,5,3,353,Loyal Customers
ON-18715,Odella Nelson,Corporate,9,1567.52,-5.88900000000001,58,2016-11-15,2014-09-13,410,174.1688888888889,0.0006823608797514084,1,5,2,152,Potential Loyalists
OT-18730,Olvera Toch,Consumer,5,3818.624,-925.1203,51,2017-10-26,2015-04-20,65,763.7248,0.0016622943452586517,3,2,4,324,Potential Loyalists
PA-19060,Pete Armstrong,Home Office,6,729.408,225.8588,27,2017-09-18,2014-05-17,103,121.568,0.00031752034077888337,3,3,1,331,New / Promising
PB-18805,Patrick Bzostek,Home Office,3,740.356,229.2257,54,2017-12-05,2015-11-20,25,246.78533333333334,0.0003222861408398194,5,1,1,511,New / Promising
PB-19105,Peter Bühler,Consumer,4,688.324,218.15970000000002,18,2017-11-03,2014-11-15,57,172.081,0.000299635966491023,3,2,1,321,New / Promising
PB-19150,Philip Brown,Consumer,8,1456.95,280.6606,54,2017-09-24,2014-07-14,97,182.11875,0.0006342283886354333,3,4,2,342,Potential Loyalists
PB-19210,Phillip Breyer,Corporate,2,132.738,21.897000000000002,10,2016-02-11,2014-11-23,688,66.369,5.778249620830512e-05,1,1,1,111,Lost / Low Value
PC-18745,Pamela Coakley,Corporate,4,1832.064,272.685,22,2017-12-28,2014-12-31,2,458.016,0.0007975201610192433,5,2,3,523,Loyal Customers
PC-19000,Pauline Chand,Home Office,2,1061.488,-184.3364,18,2015-08-01,2014-04-08,882,530.744,0.0004620788797116228,1,1,2,112,At Risk
PF-19120,Peter Fuller,Consumer,4,9062.864,-614.2943000000001,75,2015-09-17,2014-05-05,835,2265.716,0.003945177000680928,1,2,5,125,Potential Loyalists
PF-19165,Philip Fox,Consumer,6,2770.0,196.87389999999996,34,2017-06-17,2014-09-20,196,461.6666666666667,0.001205815324149868,2,3,4,234,Potential Loyalists
PF-19225,Phillip Flathmann,Consumer,5,2206.1279999999997,591.3118000000001,32,2017-09-07,2016-06-26,114,441.22559999999993,0.0009603548553920937,2,2,3,223,New / Promising
PG-18820,Patrick Gardner,Consumer,13,3086.907,137.46130000000002,83,2017-11-24,2014-05-09,36,237.45438461538464,0.0013437688681680493,4,5,4,454,Champions
PG-18895,Paul Gonzalez,Consumer,9,1987.164,334.5163,61,2017-11-03,2014-05-11,57,220.796,0.000865037112923808,3,5,3,353,Loyal Customers
PH-18790,Patricia Hirasaki,Home Office,1,729.648,47.8878,6,2017-10-21,2017-10-21,70,729.648,0.00031762481575281693,3,1,1,311,At Risk
PJ-18835,Patrick Jones,Corporate,8,1220.09,442.1355,46,2017-11-21,2014-05-28,39,152.51125,0.0005311202956108348,4,4,2,442,Loyal Customers
PJ-19015,Pauline Johnson,Consumer,7,1824.2340000000002,682.9979000000001,25,2017-08-18,2014-04-07,134,260.60485714285716,0.0007941116649946608,2,4,3,243,Potential Loyalists
PK-18910,Paul Knutson,Home Office,2,1441.152,-798.705,14,2016-09-03,2014-04-04,483,720.576,0.0006273513234762566,1,1,2,112,At Risk
PK-19075,Pete Kriz,Consumer,12,8646.934,2038.2676000000001,107,2017-12-21,2014-11-11,9,720.5778333333333,0.0037641175177301495,5,5,5,555,Champions
PL-18925,Paul Lucas,Home Office,5,239.481,-0.7527000000000026,29,2017-12-15,2014-11-01,15,47.8962,0.00010424904680243124,5,2,1,521,Potential Loyalists
PM-18940,Paul MacIntyre,Consumer,3,1405.402,157.8768,16,2016-12-09,2014-05-04,386,468.46733333333333,0.0006117889054840696,1,1,2,112,At Risk
PM-19135,Peter McVee,Home Office,4,4115.662,526.7537,36,2017-11-09,2015-12-19,51,1028.9155,0.0017915986673723084,4,2,4,424,Loyal Customers
PN-18775,Parhena Norris,Home Office,8,1467.152,192.0396,47,2017-11-30,2015-08-07,30,183.394,0.0006386694456523925,4,4,2,442,Loyal Customers
PO-18850,Patrick O'Brill,Consumer,11,7473.8282,38.47569999999996,91,2017-12-26,2014-11-02,4,679.4389272727273,0.0032534500265788534,5,5,5,555,Champions
PO-18865,Patrick O'Donnell,Consumer,7,2493.214,437.8533,54,2017-12-30,2014-03-23,0,356.1734285714286,0.0010853269485866387,5,4,3,543,Loyal Customers
PO-19180,Philisse Overcash,Home Office,9,4893.043,1155.4331,65,2017-07-23,2015-08-11,160,543.6714444444444,0.0021300022495033366,2,5,5,255,Loyal Customers
PO-19195,Phillina Ober,Home Office,5,1056.858,-49.70089999999999,32,2017-10-05,2014-01-04,86,211.3716,0.0004600633833394878,3,2,2,322,New / Promising
PP-18955,Paul Prost,Home Office,10,7252.608,1495.0854,138,2017-09-24,2014-08-26,97,725.2608,0.003157150132293114,3,5,5,355,Champions
PR-18880,Patrick Ryan,Consumer,5,1840.178,247.6226,43,2017-11-24,2014-09-05,36,368.03560000000004,0.0008010522857629805,4,2,3,423,Potential Loyalists
PS-18760,Pamela Stobb,Consumer,6,2181.479,-134.441,75,2017-09-14,2014-06-15,107,363.5798333333333,0.0009496248402567256,2,3,3,233,Potential Loyalists
PS-18970,Paul Stevenson,Home Office,8,1278.639,198.5099,52,2017-10-22,2014-04-15,69,159.829875,0.0005566074008143188,3,4,2,342,Potential Loyalists
PS-19045,Penelope Sewall,Home Office,7,6843.634,1742.7296999999999,47,2017-05-08,2014-12-20,236,977.662,0.002979118682336844,1,4,5,145,Loyal Customers
PT-19090,Pete Takahito,Consumer,4,160.572,-20.0508,19,2017-10-20,2014-09-12,71,40.143,6.989898131025005e-05,3,2,1,321,New / Promising
PV-18985,Paul Van Hugh,Home Office,5,2876.046,434.52840000000003,52,2017-10-02,2014-07-12,89,575.2092,0.0012519784620071952,3,2,4,324,Potential Loyalists
PW-19030,Pauline Webber,Corporate,10,3454.916,803.8169,48,2017-11-14,2014-05-16,46,345.4916,0.0015039677460110346,4,5,4,454,Champions
PW-19240,Pierre Wener,Consumer,7,3922.4150000000004,1290.354,39,2016-09-22,2014-11-18,464,560.345,0.0017074758536733954,1,4,4,144,Potential Loyalists
QJ-19255,Quincy Jones,Corporate,9,6108.338,1203.6768,61,2017-12-05,2014-03-17,25,678.7042222222221,0.002659035222197457,5,5,5,555,Champions
RA-19285,Ralph Arnett,Consumer,9,2617.906,546.0882,58,2017-12-25,2014-12-13,5,290.8784444444444,0.001139606921293821,5,5,3,553,Champions
RA-19885,Ruben Ausman,Corporate,7,3832.314,1292.8656,53,2017-11-17,2014-04-08,43,547.4734285714286,0.0016682537718967787,4,4,4,444,Loyal Customers
RA-19915,Russell Applegate,Consumer,9,4793.543,304.8673,75,2017-12-18,2014-06-30,12,532.6158888888889,0.002086688666560047,5,5,5,555,Champions
RA-19945,Ryan Akin,Consumer,5,1686.9225,-445.695,27,2017-10-30,2014-08-29,61,337.3845,0.0007343382675643341,3,2,2,322,New / Promising
RB-19330,Randy Bradley,Consumer,2,1008.1959999999999,-164.40619999999998,16,2017-10-23,2014-11-17,68,504.09799999999996,0.0004388802117496752,3,1,2,312,New / Promising
RB-19360,Raymond Buch,Consumer,6,15117.339,6976.0959,71,2017-09-25,2016-04-01,96,2519.5565,0.006580764991540954,3,3,5,335,Loyal Customers
RB-19435,Richard Bierner,Consumer,8,2663.0860000000002,477.23990000000003,66,2017-12-11,2014-03-11,19,332.88575000000003,0.0011592743351368144,5,4,3,543,Loyal Customers
RB-19465,Rick Bensley,Home Office,12,4715.466,640.5466,85,2017-12-21,2014-03-14,9,392.95550000000003,0.0020527007809775025,5,5,5,555,Champions
RB-19570,Rob Beeghly,Consumer,5,528.546,76.8879,35,2017-12-05,2016-04-28,25,105.70920000000001,0.00023008262321953655,5,2,1,521,Potential Loyalists
RB-19645,Robert Barroso,Corporate,5,221.084,72.679,29,2016-03-22,2014-08-23,648,44.2168,9.624060473803229e-05,1,2,1,121,At Risk
RB-19705,Roger Barcio,Home Office,4,2067.45,243.07549999999998,22,2017-11-06,2015-08-22,54,516.8625,0.000899986603578933,3,2,3,323,Potential Loyalists
RB-19795,Ross Baird,Home Office,8,5633.316000000001,-461.73319999999995,92,2017-11-28,2014-06-03,32,704.1645000000001,0.002452252259414671,4,4,5,445,Champions
RC-19825,Roy Collins,Consumer,6,966.409,63.991400000000006,29,2016-12-26,2014-12-05,369,161.06816666666666,0.0004206898128506678,1,3,2,132,New / Promising
RC-19960,Ryan Crowe,Consumer,6,885.752,10.563300000000002,44,2017-09-11,2014-08-25,110,147.62533333333332,0.00038557882129833715,2,3,1,231,New / Promising
RD-19480,Rick Duston,Consumer,8,4272.93,480.594,60,2017-10-19,2014-06-08,72,534.11625,0.0018600593765414064,3,4,4,344,Loyal Customers
RD-19585,Rob Dowd,Consumer,10,2912.8940000000002,734.5158,73,2017-07-03,2014-04-02,180,291.2894,0.0012680188530051284,2,5,4,254,Loyal Customers
RD-19660,Robert Dilbeck,Home Office,5,2786.632,835.772,23,2017-09-07,2015-04-12,114,557.3264,0.001213055439843464,2,2,4,224,Potential Loyalists
RD-19720,Roger Demir,Consumer,10,1419.737,207.3304,78,2017-12-09,2014-07-20,21,141.9737,0.0006180291086146431,5,5,2,552,Loyal Customers
RD-19810,Ross DeVincentis,Home Office,8,1137.616,318.4625,63,2017-12-16,2014-10-27,14,142.202,0.0004952183414433488,5,4,2,542,Loyal Customers
RD-19900,Ruben Dartt,Consumer,9,3133.924,455.5292,85,2017-09-07,2014-04-05,114,348.21377777777775,0.0013642359508740257,2,5,4,254,Loyal Customers
RD-19930,Russell D'Ascenzo,Consumer,4,970.9420000000001,35.05740000000001,33,2017-11-18,2014-10-03,42,242.73550000000003,0.00042266308392083804,4,2,2,422,Potential Loyalists
RE-19405,Ricardo Emerson,Consumer,1,48.36,6.045,5,2014-12-29,2014-12-29,1097,48.36,2.105170724761286e-05,1,1,1,111,Lost / Low Value
RE-19450,Richard Eichhorn,Consumer,5,876.696,209.2294,47,2017-03-03,2014-06-03,302,175.3392,0.0003816366322819107,1,2,1,121,At Risk
RF-19345,Randy Ferguson,Corporate,8,3309.15,633.7072000000001,67,2016-12-05,2014-05-20,390,413.64375,0.0014405139999677024,1,4,4,144,Potential Loyalists
RF-19735,Roland Fjeld,Consumer,7,2341.2960000000003,711.6168,53,2017-10-02,2014-08-06,89,334.4708571428572,0.0010191951607114765,3,4,3,343,Loyal Customers
RF-19840,Roy Französisch,Consumer,8,945.222,280.0261,45,2017-12-24,2014-11-12,6,118.15275,0.00041146684921429115,5,4,1,541,Loyal Customers
RH-19495,Rick Hansen,Consumer,5,3621.3759999999997,563.7877,38,2017-11-28,2014-08-23,32,724.2751999999999,0.001576429846681788,4,2,4,424,Loyal Customers
RH-19510,Rick Huthwaite,Home Office,6,6979.18,1289.4535,43,2016-09-19,2014-11-16,467,1163.1966666666667,0.003038123535740172,1,3,5,135,Potential Loyalists
RH-19555,Ritsa Hightower,Consumer,2,740.382,0.30570000000000164,11,2016-07-29,2015-12-04,519,370.191,0.0003222974589619955,1,1,1,111,Lost / Low Value
RH-19600,Rob Haberlin,Consumer,3,2085.7400000000002,172.6261,43,2016-07-14,2015-07-02,534,695.2466666666668,0.0009079484672174534,1,1,3,113,At Risk
RK-19300,Ralph Kennedy,Consumer,3,1460.192,269.688,29,2017-09-02,2015-07-20,119,486.73066666666665,0.0006356396714083192,2,1,2,212,At Risk
RL-19615,Rob Lucas,Consumer,8,6234.91,488.14840000000004,101,2017-08-31,2014-12-05,121,779.36375,0.0027141335822004524,2,4,5,245,Loyal Customers
RM-19375,Raymond Messe,Consumer,6,1453.474,392.1499,29,2017-01-19,2014-05-11,345,242.24566666666666,0.0006327152427629621,1,3,2,132,New / Promising
RM-19675,Robert Marley,Home Office,5,5979.0960000000005,1902.5438000000001,39,2017-12-24,2014-11-14,6,1195.8192000000001,0.0026027745781094513,5,2,5,525,Loyal Customers
RM-19750,Roland Murray,Consumer,1,98.35,28.6879,4,2017-03-06,2017-03-06,299,98.35,4.281297369319116e-05,1,1,1,111,Lost / Low Value
RO-19780,Rose O'Brian,Consumer,7,3815.478,-1262.5716000000002,48,2017-11-25,2015-05-12,35,545.0682857142857,0.0016609248524753395,4,4,4,444,Loyal Customers
RP-19270,Rachel Payne,Corporate,4,954.6452,59.538399999999996,47,2016-08-21,2014-10-19,496,238.6613,0.000415568884940836,1,2,1,121,At Risk
RP-19390,Resi Pölking,Consumer,12,5153.084,465.25030000000015,88,2017-11-27,2014-05-24,33,429.42366666666663,0.0022432013190727433,4,5,5,455,Champions
RP-19855,Roy Phan,Corporate,8,2170.716,594.5868,61,2017-12-02,2014-04-05,28,271.3395,0.0009449395729881967,4,4,3,443,Loyal Customers
RR-19315,Ralph Ritter,Consumer,2,615.932,-73.835,7,2017-12-11,2016-11-14,19,307.966,0.00026812283185352945,5,1,1,511,New / Promising
RR-19525,Rick Reed,Corporate,6,3302.2619999999997,721.6826,36,2017-07-13,2014-09-09,170,550.377,0.0014375155682158091,2,3,4,234,Potential Loyalists
RS-19420,Ricardo Sperren,Corporate,5,3221.29,633.4513999999999,29,2017-10-15,2014-08-05,76,644.258,0.0014022674532601907,3,2,4,324,Potential Loyalists
RS-19765,Roland Schwarz,Corporate,8,4159.7699999999995,1206.3851,54,2017-11-24,2014-04-07,36,519.9712499999999,0.0018107994263317313,4,4,4,444,Loyal Customers
RS-19870,Roy Skaria,Home Office,2,22.328,9.5838,10,2017-12-11,2016-06-07,19,11.164,9.719655074952437e-06,5,1,1,511,New / Promising
RW-19540,Rick Wilson,Corporate,7,7397.401,1586.6273,89,2017-09-01,2015-02-03,120,1056.7715714285714,0.003220180319379624,2,4,5,245,Loyal Customers
RW-19630,Rob Williams,Corporate,9,3279.746,698.8325,53,2017-10-02,2014-06-28,89,364.41622222222225,0.0014277140744112756,3,5,4,354,Loyal Customers
RW-19690,Robert Waldorf,Consumer,5,3495.646,707.5503,61,2017-10-12,2016-05-30,79,699.1292000000001,0.0015216980197123428,3,2,4,324,Potential Loyalists
SA-20830,Sue Ann Reed,Consumer,10,4767.3415,610.1496000000001,75,2017-10-28,2014-02-22,63,476.73415000000006,0.0020752828289370465,3,5,5,355,Champions
SB-20170,Sarah Bern,Consumer,3,1348.02,157.6658,24,2017-06-12,2014-06-06,201,449.34,0.0005868098098413375,2,1,2,212,At Risk
SB-20185,Sarah Brown,Consumer,6,6410.996,885.4623999999999,45,2017-06-25,2014-09-20,188,1068.4993333333334,0.0027907859999507247,2,3,5,235,Loyal Customers
SB-20290,Sean Braxton,Corporate,7,8057.891,-2082.7451,84,2017-11-13,2014-05-09,47,1151.1272857142856,0.0035076998007687018,4,4,5,445,Champions
SC-20020,Sam Craven,Consumer,5,3362.9636,-317.0508,62,2015-11-10,2014-03-03,781,672.59272,0.001463939726872999,1,2,4,124,New / Promising
SC-20050,Sample Company A,Home Office,9,4624.572,1011.7443,61,2017-11-20,2014-03-18,40,513.8413333333333,0.002013133496474514,4,5,5,455,Champions
SC-20095,Sanjit Chand,Consumer,9,14142.333999999999,5757.411899999999,87,2017-01-15,2014-02-12,349,1571.3704444444443,0.006156333233373898,1,5,5,155,Loyal Customers
